Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
394,Marvin Bagley III,25,2TM,PF,26,1,8.3,1.7,3.2,.512,0.1,0.6,.200,1.5,2.7,.580,.530,0.7,1.0,.667,1.2,1.3,2.6,0.3,0.3,0.3,0.4,0.5,4.1,,baglema01
394,Marvin Bagley III,25,WAS,C,19,1,8.7,2.0,3.7,.535,0.1,0.5,.200,1.9,3.2,.590,.549,0.8,1.2,.652,1.4,1.5,2.9,0.4,0.4,0.3,0.6,0.6,4.9,,baglema01
394,Marvin Bagley III,25,MEM,PF,7,0,7.0,0.7,1.9,.385,0.1,0.7,.200,0.6,1.1,.500,.423,0.4,0.6,.750,0.7,0.9,1.6,0.0,0.0,0.3,0.0,0.3,2.0,,baglema01
395,Jett Howard,21,ORL,SF,56,0,11.2,1.5,4.2,.355,0.9,3.0,.296,0.6,1.2,.508,.462,0.3,0.4,.750,0.4,0.8,1.2,0.7,0.2,0.2,0.5,1.1,4.1,,howarje01
396,Duop Reath,28,POR,C,40,0,9.7,1.5,3.4,.431,0.8,2.3,.333,0.7,1.2,.617,.540,0.4,0.5,.889,0.9,1.1,1.9,0.6,0.3,0.3,0.4,0.9,4.1,,reathdu01
397,Paul Reed,25,DET,C,38,0,9.2,1.6,3.0,.535,0.2,0.6,.318,1.4,2.4,.587,.566,0.7,0.9,.794,0.9,1.7,2.6,0.9,0.9,0.5,0.5,1.5,4.1,,reedpa01
398,Cam Spencer,24,MEM,SG,18,0,10.6,1.3,3.0,.426,0.7,1.9,.382,0.6,1.1,.500,.546,0.8,0.8,1.000,0.5,0.9,1.4,1.3,0.3,0.1,0.3,1.0,4.1,,spencca01
399,Adem Bona,21,PHI,C,47,2,12.4,1.5,2.2,.683,0.0,0.0,,1.5,2.2,.683,.683,1.0,1.4,.682,1.3,2.0,3.3,0.3,0.3,0.9,0.7,1.9,4.0,,bonaad01
400,Pat Connaughton,32,MIL,SG,34,0,13.9,1.5,3.5,.425,0.6,1.9,.313,0.9,1.6,.554,.508,0.4,0.6,.789,0.5,2.0,2.5,1.6,0.2,0.3,0.6,1.0,4.0,,connapa01
401,Malachi Flynn,26,CHO,PG,4,0,11.0,1.3,3.3,.385,0.3,1.0,.250,1.0,2.3,.444,.423,1.3,1.5,.833,0.8,1.0,1.8,1.8,0.8,0.0,1.0,1.0,4.0,,flynnma01
402,Kevin Knox,25,GSW,SF,7,0,7.3,1.6,3.4,.458,0.4,1.6,.273,1.1,1.9,.615,.521,0.4,0.6,.750,0.9,0.7,1.6,0.6,0.1,0.6,0.1,0.7,4.0,,knoxke01
403,Jock Landale,29,HOU,C,36,1,10.6,1.6,3.2,.483,0.2,0.5,.412,1.4,2.8,.495,.513,0.7,1.0,.686,1.3,1.8,3.1,0.8,0.2,0.3,0.4,1.1,4.0,,landajo01
404,Kyle Lowry,38,PHI,PG,33,12,18.9,1.2,3.4,.351,0.8,2.5,.337,0.3,0.8,.393,.477,0.8,1.0,.818,0.3,1.6,2.0,2.8,0.9,0.3,0.6,1.8,4.0,,lowryky01
405,Kris Murray,24,POR,SF,60,4,14.3,1.6,3.8,.436,0.4,1.6,.247,1.3,2.2,.568,.487,0.3,0.8,.413,1.1,1.4,2.5,0.9,0.5,0.2,0.6,0.9,4.0,,murrakr01
406,Josh Richardson,31,MIA,SG,8,0,18.8,1.4,4.8,.289,0.8,2.8,.273,0.6,2.0,.313,.368,0.5,0.5,1.000,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0,,richajo01
407,Wendell Moore Jr.,23,2TM,SG,32,1,13.3,1.5,3.3,.462,0.3,1.0,.344,1.2,2.3,.514,.514,0.6,0.7,.818,0.8,1.8,2.6,1.2,0.5,0.2,0.6,0.9,3.9,,moorewe01
407,Wendell Moore Jr.,23,DET,SG,20,1,11.0,1.2,2.5,.460,0.2,0.7,.286,1.0,1.8,.528,.500,0.7,0.7,.929,0.6,1.7,2.2,1.2,0.5,0.2,0.5,0.8,3.2,,moorewe01
407,Wendell Moore Jr.,23,CHO,SG,12,0,17.1,2.1,4.5,.463,0.6,1.5,.389,1.5,3.0,.500,.528,0.4,0.7,.625,1.3,2.1,3.3,1.2,0.4,0.2,0.9,1.2,5.2,,moorewe01
408,Malaki Branham,21,SAS,SG,39,0,8.3,1.4,3.2,.432,0.6,1.6,.393,0.8,1.6,.469,.528,0.5,0.6,.800,0.1,0.9,1.0,0.7,0.2,0.1,0.8,0.4,3.9,,branhma01
409,Dariq Whitehead,20,BRK,SF,10,0,5.9,1.3,2.7,.481,1.2,2.3,.522,0.1,0.4,.250,.704,0.1,0.3,.333,0.1,0.5,0.6,0.1,0.3,0.1,0.6,0.2,3.9,,whiteda01
410,Olivier-Maxence Prosper,22,DAL,PF,52,4,11.2,1.3,3.3,.402,0.2,1.0,.235,1.1,2.4,.472,.437,0.9,1.5,.645,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,3.9,,prospol01
411,Landry Shamet,27,NYK,SG,38,0,13.1,1.5,3.5,.436,0.7,2.1,.325,0.8,1.4,.604,.534,0.1,0.2,.556,0.2,0.9,1.0,0.5,0.5,0.1,0.4,1.0,3.9,,shamela01
412,Reed Sheppard,20,HOU,PG,45,1,11.9,1.4,4.4,.332,0.7,2.5,.279,0.8,1.9,.400,.411,0.3,0.4,.813,0.4,1.0,1.4,1.2,0.6,0.3,0.6,0.9,3.9,,sheppre01
413,Elfrid Payton,30,2TM,PG,14,5,19.9,1.9,5.0,.371,0.0,0.1,.000,1.9,4.9,.377,.371,0.1,0.1,.500,0.4,2.2,2.6,4.9,1.1,0.4,2.1,1.6,3.8,,paytoel01
413,Elfrid Payton,30,NOP,PG,8,3,19.5,2.9,6.1,.469,0.0,0.1,.000,2.9,6.0,.479,.469,0.1,0.3,.500,0.6,2.4,3.0,6.1,1.3,0.4,2.8,1.4,5.9,,paytoel01
413,Elfrid Payton,30,CHO,PG,6,2,20.5,0.5,3.5,.143,0.0,0.0,,0.5,3.5,.143,.143,0.0,0.0,,0.2,2.0,2.2,3.3,1.0,0.5,1.2,2.0,1.0,,paytoel01
414,Nicolas Batum,36,LAC,PF,69,8,17.8,1.3,3.1,.415,1.1,2.6,.410,0.2,0.5,.441,.587,0.2,0.3,.833,0.7,2.2,2.8,1.2,0.7,0.5,0.4,1.4,3.8,,batumni01
415,Ousmane Dieng,21,OKC,C,37,1,10.9,1.5,3.4,.432,0.6,1.9,.324,0.8,1.5,.574,.524,0.3,0.4,.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8,,diengou01
416,Luka Garza,26,MIN,C,34,0,6.2,1.4,3.0,.480,0.3,1.1,.278,1.1,1.9,.591,.529,0.6,0.9,.677,0.9,0.6,1.5,0.3,0.2,0.1,0.3,0.8,3.8,,garzalu01
417,Collin Gillespie,25,PHO,PG,22,3,9.5,1.3,3.0,.446,0.6,1.5,.424,0.7,1.5,.469,.554,0.5,0.6,.923,0.5,1.1,1.6,1.8,0.3,0.1,0.3,0.9,3.8,,gilleco01
418,Pelle Larsson,23,MIA,SG,47,2,12.6,1.4,3.1,.435,0.5,1.6,.315,0.9,1.6,.554,.514,0.6,0.9,.674,0.4,1.0,1.4,0.9,0.4,0.1,0.3,1.6,3.8,,larsspe01
419,Steven Adams,31,HOU,C,52,2,13.2,1.5,2.8,.534,0.0,0.0,.000,1.5,2.8,.537,.534,0.7,1.6,.424,2.8,2.6,5.5,1.2,0.4,0.5,0.9,1.0,3.7,,adamsst01
420,Oso Ighodaro,22,PHO,PF,50,3,15.7,1.6,2.7,.600,0.0,0.0,.000,1.6,2.7,.609,.600,0.5,0.8,.561,1.0,2.6,3.6,1.1,0.4,0.4,0.6,1.6,3.7,,ighodos01
421,Isaac Jones,24,SAC,PF,31,0,8.3,1.5,2.2,.676,0.1,0.2,.333,1.4,2.0,.710,.691,0.7,1.1,.618,0.6,0.9,1.5,0.3,0.1,0.3,0.5,0.9,3.7,,jonesis01
422,Patty Mills,36,2TM,PG,25,0,11.9,1.2,3.4,.349,0.8,2.7,.313,0.4,0.8,.474,.471,0.3,0.4,.889,0.1,0.7,0.8,1.0,0.5,0.1,0.7,0.8,3.6,,millspa02
422,Patty Mills,36,UTA,PG,17,0,15.3,1.5,4.5,.342,1.0,3.4,.298,0.5,1.1,.474,.454,0.3,0.3,1.000,0.2,1.1,1.2,1.2,0.7,0.2,0.9,0.7,4.4,,millspa02
422,Patty Mills,36,LAC,PG,8,0,4.8,0.5,1.3,.400,0.5,1.3,.400,0.0,0.0,,.600,0.4,0.5,.750,0.0,0.0,0.0,0.5,0.1,0.0,0.1,0.9,1.9,,millspa02
423,Jevon Carter,29,CHI,PG,31,0,7.5,1.3,3.2,.408,0.8,2.3,.357,0.5,0.9,.536,.536,0.3,0.3,.800,0.1,0.9,0.9,1.0,0.3,0.1,0.3,0.4,3.6,,carteje01
424,Andre Jackson Jr.,23,MIL,SG,60,43,15.3,1.5,3.1,.470,0.5,1.2,.392,1.0,1.9,.523,.549,0.2,0.3,.550,1.0,1.9,2.9,1.3,0.6,0.2,0.9,1.8,3.6,,jacksan01
425,Jae'Sean Tate,29,HOU,SF,47,2,11.3,1.3,2.9,.459,0.3,0.8,.316,1.1,2.1,.515,.504,0.7,1.0,.689,1.0,1.3,2.3,0.9,0.5,0.1,0.4,1.6,3.6,,tateja01
426,Kai Jones,24,2TM,C,31,2,9.4,1.5,2.0,.787,0.0,0.1,.000,1.5,1.9,.814,.787,0.5,0.6,.778,0.7,1.6,2.3,0.5,0.2,0.5,0.4,1.0,3.5,,joneska01
426,Kai Jones,24,LAC,C,28,0,7.4,0.9,1.3,.722,0.0,0.1,.000,0.9,1.2,.765,.722,0.3,0.4,.750,0.5,1.1,1.6,0.4,0.2,0.5,0.4,0.8,2.2,,joneska01
426,Kai Jones,24,DAL,C,3,2,27.7,7.3,8.3,.880,0.0,0.0,,7.3,8.3,.880,.880,1.7,2.0,.833,2.0,6.7,8.7,1.3,0.0,1.0,0.7,3.0,16.3,,joneska01
427,DeAndre Jordan,36,DEN,C,47,3,12.0,1.6,2.4,.655,0.0,0.0,,1.6,2.4,.655,.655,0.3,0.9,.400,1.4,3.4,4.9,0.9,0.3,0.4,0.7,1.3,3.5,,jordade01
428,Jalen Pickett,25,DEN,SG,39,0,11.4,1.4,3.2,.429,0.7,1.8,.406,0.7,1.5,.456,.540,0.1,0.1,1.000,0.2,0.9,1.1,1.9,0.4,0.1,0.4,0.7,3.5,,pickeja02
429,Dario Šarić,30,DEN,C,15,4,13.5,1.3,3.7,.339,0.5,1.7,.269,0.8,2.0,.400,.402,0.5,0.7,.700,0.9,2.3,3.3,1.5,0.5,0.1,0.9,1.2,3.5,,saricda01
430,JT Thor,22,2TM,PF,12,0,7.3,1.2,2.3,.500,0.3,1.0,.333,0.8,1.3,.625,.571,0.8,0.8,.900,0.7,0.5,1.2,0.3,0.4,0.3,0.5,0.8,3.4,,thorjt01
430,JT Thor,22,CLE,PF,9,0,4.7,1.0,1.7,.600,0.3,0.7,.500,0.7,1.0,.667,.700,0.8,0.9,.875,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,3.1,,thorjt01
430,JT Thor,22,WAS,PF,3,0,15.0,1.7,4.3,.385,0.3,2.0,.167,1.3,2.3,.571,.423,0.7,0.7,1.000,1.7,1.0,2.7,1.0,1.0,0.3,0.0,1.0,4.3,,thorjt01
431,Branden Carlson,25,OKC,C,22,0,6.9,1.2,2.5,.473,0.8,2.0,.419,0.4,0.5,.667,.636,0.2,0.3,.714,0.4,1.2,1.6,0.4,0.2,0.5,0.2,0.7,3.4,,carlsbr01
432,Bruno Fernando,26,TOR,C,17,2,8.6,1.5,2.9,.531,0.0,0.0,,1.5,2.9,.531,.531,0.4,0.5,.750,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,,fernabr01
433,Jaylen Martin,21,2TM,SF,9,0,9.0,1.3,3.4,.387,0.4,1.0,.444,0.9,2.4,.364,.452,0.2,0.2,1.000,0.6,1.6,2.1,0.4,0.2,0.0,0.8,0.2,3.3,,martija02
433,Jaylen Martin,21,BRK,SF,3,0,1.7,0.3,0.7,.500,0.3,0.3,1.000,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,,martija02
433,Jaylen Martin,21,WAS,SF,6,0,12.7,1.8,4.8,.379,0.5,1.3,.375,1.3,3.5,.381,.431,0.3,0.3,1.000,0.8,2.3,3.2,0.7,0.3,0.0,1.2,0.2,4.5,,martija02
434,Keion Brooks Jr.,24,NOP,SF,4,0,13.0,1.3,2.3,.556,0.3,1.0,.250,1.0,1.3,.800,.611,0.5,1.0,.500,0.3,2.0,2.3,0.8,0.0,0.8,1.0,1.5,3.3,,brookke02
435,Jamal Cain,25,NOP,SF,28,0,11.5,1.1,2.8,.392,0.5,1.6,.311,0.6,1.2,.500,.481,0.6,0.9,.654,0.7,1.3,2.0,0.6,0.5,0.3,0.4,1.0,3.3,,cainja01
436,Damion Lee,32,PHO,SG,18,0,6.1,1.1,3.0,.352,0.3,1.5,.222,0.7,1.5,.481,.407,0.9,0.9,.941,0.1,0.7,0.8,0.5,0.2,0.0,0.4,0.3,3.3,,leeda03
437,Nae'Qwan Tomlin,24,CLE,PF,3,0,4.7,1.3,2.7,.500,0.0,0.7,.000,1.3,2.0,.667,.500,0.7,1.0,.667,0.3,1.7,2.0,0.0,0.0,0.0,0.3,0.7,3.3,,tomlina01
438,Blake Wesley,21,SAS,SG,46,0,9.7,1.3,2.7,.464,0.2,0.8,.289,1.0,1.9,.540,.508,0.6,0.9,.650,0.2,0.6,0.8,1.9,0.6,0.1,0.8,0.6,3.3,,weslebl01
439,Markieff Morris,35,2TM,PF,14,1,9.4,1.1,4.3,.267,0.6,2.4,.242,0.6,1.9,.296,.333,0.4,0.4,.833,0.2,1.1,1.4,1.1,0.1,0.1,0.2,0.9,3.2,,morrima02
439,Markieff Morris,35,DAL,PF,7,0,5.9,0.7,3.1,.227,0.3,1.9,.154,0.4,1.3,.333,.273,0.0,0.0,,0.0,1.1,1.1,0.6,0.1,0.1,0.3,0.3,1.7,,morrima02
439,Markieff Morris,35,LAL,PF,7,1,13.0,1.6,5.4,.289,0.9,2.9,.300,0.7,2.6,.278,.368,0.7,0.9,.833,0.4,1.1,1.6,1.6,0.0,0.1,0.1,1.4,4.7,,morrima02
440,Elijah Harkless,24,UTA,SG,10,0,13.8,1.1,3.5,.314,0.7,2.5,.280,0.4,1.0,.400,.414,0.3,0.6,.500,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2,,harklej01
441,Caleb Houstan,22,ORL,SF,47,5,11.7,1.0,2.8,.371,0.9,2.4,.360,0.2,0.4,.444,.527,0.3,0.3,.929,0.3,0.7,1.0,0.4,0.3,0.1,0.1,1.0,3.2,,houstca01
442,Cam Reddish,25,LAL,SF,33,8,17.8,1.2,2.8,.404,0.4,1.4,.277,0.8,1.4,.532,.473,0.5,0.8,.615,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.3,3.2,,reddica01
443,Jackson Rowe,28,GSW,PF,5,0,8.6,1.2,3.0,.400,0.4,1.8,.222,0.8,1.2,.667,.467,0.4,0.8,.500,0.0,1.6,1.6,0.6,0.6,0.0,0.2,0.8,3.2,,roweja01
444,Doug McDermott,33,SAC,SF,36,3,7.9,1.1,2.5,.418,0.9,2.2,.423,0.1,0.4,.385,.599,0.1,0.1,.600,0.1,0.4,0.5,0.1,0.1,0.1,0.2,0.8,3.1,,mcderdo01
445,Zeke Nnaji,24,DEN,PF,51,3,10.4,1.2,2.5,.496,0.3,0.9,.295,1.0,1.6,.605,.548,0.4,0.7,.583,0.6,1.0,1.6,0.4,0.4,0.6,0.2,1.1,3.1,,nnajize01
446,Tony Bradley,27,IND,C,7,0,5.0,1.4,1.7,.833,0.1,0.1,1.000,1.3,1.6,.818,.875,0.0,0.3,.000,1.0,0.9,1.9,0.4,0.1,0.4,0.4,0.3,3.0,,bradlto01
447,Taj Gibson,39,CHO,C,29,11,11.0,1.3,2.6,.500,0.0,0.1,.500,1.2,2.5,.500,.507,0.4,0.6,.688,1.5,2.0,3.4,0.6,0.3,0.4,0.7,1.5,3.0,,gibsota01
448,Cory Joseph,33,ORL,PG,40,6,10.2,1.1,2.7,.406,0.7,1.8,.361,0.4,0.9,.500,.528,0.2,0.3,.750,0.3,0.8,1.1,1.1,0.5,0.1,0.4,0.9,3.0,,josepco01
449,Kylor Kelley,27,DAL,C,8,1,8.4,1.3,1.6,.769,0.0,0.0,,1.3,1.6,.769,.769,0.5,0.8,.667,1.0,1.6,2.6,0.3,0.0,0.3,0.1,1.0,3.0,,kelleky01
450,Maxi Kleber,33,DAL,PF,34,4,18.7,1.1,2.8,.385,0.4,1.4,.265,0.7,1.4,.511,.453,0.5,0.6,.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,,klebima01
451,Taze Moore,26,POR,SG,2,0,10.0,1.0,5.0,.200,0.5,2.0,.250,0.5,3.0,.167,.250,0.5,1.0,.500,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,,mooreta02
452,Jaylon Tyson,22,CLE,SG,42,2,8.8,1.1,2.5,.443,0.3,1.0,.333,0.8,1.5,.516,.509,0.4,0.5,.800,0.7,1.2,1.9,0.9,0.2,0.0,0.5,1.0,3.0,,tysonja01
453,Jae Crowder,34,SAC,PF,7,2,13.1,0.9,2.4,.353,0.4,1.7,.250,0.4,0.7,.600,.441,0.7,0.9,.833,0.9,1.6,2.4,0.6,0.4,0.0,0.6,1.4,2.9,,crowdja01
454,Craig Porter Jr.,24,CLE,PG,45,0,8.6,1.1,2.1,.543,0.3,0.7,.455,0.8,1.4,.590,.622,0.3,0.4,.706,0.2,0.8,1.1,1.3,0.3,0.3,0.6,0.4,2.9,,portecr01
455,Trey Jemison,25,2TM,C,32,0,11.1,1.2,2.2,.543,0.0,0.0,,1.2,2.2,.543,.543,0.4,1.0,.387,1.2,1.7,2.9,0.4,0.3,0.4,0.6,2.0,2.8,,jemistr01
455,Trey Jemison,25,NOP,C,16,0,10.4,0.9,2.0,.469,0.0,0.0,,0.9,2.0,.469,.469,0.5,1.3,.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,,jemistr01
455,Trey Jemison,25,LAL,C,16,0,11.8,1.4,2.4,.605,0.0,0.0,,1.4,2.4,.605,.605,0.3,0.6,.400,1.0,2.0,3.0,0.3,0.1,0.5,0.5,2.3,3.1,,jemistr01
456,Gary Harris,30,ORL,SG,37,2,15.3,1.0,2.8,.352,0.7,2.2,.309,0.3,0.6,.500,.471,0.2,0.3,.600,0.4,0.9,1.3,0.5,0.6,0.3,0.3,1.0,2.8,,harriga01
457,Jeenathan Williams,25,HOU,SG,14,0,6.1,1.1,2.7,.421,0.3,1.2,.235,0.9,1.5,.571,.474,0.2,0.3,.750,0.1,0.4,0.5,0.4,0.4,0.3,0.6,0.7,2.8,,willije02
458,Maxwell Lewis,22,2TM,SF,18,0,8.1,1.0,2.3,.439,0.5,0.9,.529,0.5,1.3,.375,.549,0.2,0.2,.750,0.3,0.8,1.2,0.5,0.3,0.1,0.2,0.6,2.7,,lewisma05
458,Maxwell Lewis,22,LAL,SF,7,0,4.1,0.3,0.9,.333,0.0,0.0,,0.3,0.9,.333,.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.6,,lewisma05
458,Maxwell Lewis,22,BRK,SF,11,0,10.6,1.5,3.2,.457,0.8,1.5,.529,0.6,1.6,.389,.586,0.3,0.4,.750,0.4,1.4,1.7,0.6,0.5,0.2,0.2,0.9,4.0,,lewisma05
459,Baylor Scheierman,24,BOS,SG,21,0,9.4,0.9,2.6,.352,0.6,2.0,.317,0.3,0.6,.462,.472,0.2,0.3,.833,0.4,1.2,1.6,0.8,0.3,0.0,0.1,0.6,2.7,,scheiba01
460,Mason Jones,26,SAC,SG,9,0,4.8,1.0,2.0,.500,0.1,0.9,.125,0.9,1.1,.800,.528,0.4,0.6,.800,0.2,0.7,0.9,1.1,0.0,0.1,0.1,0.3,2.6,,jonesma05
461,Pat Spencer,28,GSW,PG,32,0,6.7,1.1,2.8,.393,0.1,0.5,.118,1.0,2.3,.458,.404,0.3,0.5,.733,0.5,0.9,1.4,1.2,0.4,0.1,0.5,0.6,2.6,,spencpa01
462,Christian Koloko,24,LAL,C,34,0,9.4,1.1,1.8,.613,0.0,0.1,.000,1.1,1.7,.644,.613,0.2,0.3,.800,0.9,1.5,2.4,0.5,0.2,0.3,0.4,1.2,2.5,,kolokch01
463,Johnny Davis,22,WAS,SG,34,0,7.1,0.9,2.3,.410,0.2,0.9,.241,0.7,1.4,.510,.455,0.3,0.4,.600,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,,davisjo06
464,Markelle Fultz,26,SAC,PG,13,0,7.4,1.1,2.8,.378,0.2,0.4,.400,0.9,2.5,.375,.405,0.1,0.1,1.000,0.2,0.4,0.6,0.8,0.5,0.1,0.8,0.4,2.4,,fultzma01
465,John Konchar,28,MEM,SG,39,4,12.4,0.9,2.1,.425,0.5,1.4,.345,0.4,0.6,.600,.544,0.2,0.2,.875,0.8,2.5,3.3,0.9,0.5,0.4,0.4,0.8,2.4,,konchjo01
466,Hunter Tyson,24,DEN,PF,46,1,7.7,0.8,2.1,.385,0.4,1.3,.306,0.4,0.7,.529,.484,0.4,0.5,.720,0.5,1.1,1.5,0.4,0.2,0.1,0.3,0.9,2.4,,tysonhu01
467,TyTy Washington Jr.,23,PHO,PG,13,0,7.9,0.9,3.0,.308,0.3,1.5,.200,0.6,1.5,.421,.359,0.2,0.3,.750,0.3,0.6,0.9,1.2,0.2,0.0,0.2,0.3,2.4,,washity02
468,Delon Wright,32,2TM,PG,31,2,13.7,0.8,2.7,.282,0.4,1.6,.255,0.4,1.1,.324,.359,0.4,0.6,.550,0.5,1.1,1.6,1.6,0.8,0.3,0.5,0.5,2.3,,wrighde01
468,Delon Wright,32,MIL,PG,26,2,15.6,0.8,3.2,.268,0.5,1.9,.245,0.4,1.3,.303,.341,0.3,0.6,.563,0.6,1.2,1.8,1.8,0.9,0.3,0.5,0.7,2.5,,wrighde01
468,Delon Wright,32,NYK,PG,5,0,4.0,0.4,0.6,.667,0.2,0.4,.500,0.2,0.2,1.000,.833,0.4,0.8,.500,0.2,0.4,0.6,0.6,0.2,0.2,0.2,0.0,1.4,,wrighde01
469,Anthony Gill,32,WAS,PF,46,0,6.8,0.8,1.4,.530,0.2,0.5,.348,0.6,0.9,.628,.591,0.6,1.0,.659,0.2,0.8,1.0,0.3,0.2,0.0,0.2,0.6,2.3,,gillan01
470,Bronny James,20,LAL,SG,23,0,5.9,0.7,2.3,.327,0.3,1.2,.250,0.4,1.0,.417,.394,0.5,0.6,.786,0.1,0.4,0.6,0.6,0.2,0.1,0.4,0.5,2.3,,jamesbr02
471,Dillon Jones,23,OKC,SF,43,1,9.5,0.9,2.5,.349,0.3,1.3,.214,0.6,1.2,.500,.406,0.3,0.6,.583,0.5,1.5,2.1,1.0,0.2,0.1,0.4,1.0,2.3,,jonesdi01
472,Josh Minott,22,MIN,SF,40,0,6.4,0.9,2.0,.443,0.2,0.9,.250,0.7,1.1,.605,.500,0.3,0.4,.867,0.3,0.8,1.1,0.4,0.4,0.3,0.3,0.8,2.3,,minotjo01
473,Lester Quiñones,24,PHI,SG,4,0,4.3,1.0,2.0,.500,0.0,0.8,.000,1.0,1.3,.800,.500,0.3,0.3,1.000,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3,,quinole01
474,Tyler Smith,20,MIL,PF,19,0,4.6,0.9,2.0,.447,0.4,1.1,.381,0.5,0.9,.529,.553,0.1,0.2,.500,0.2,0.8,1.1,0.2,0.1,0.2,0.3,0.5,2.3,,smithty02
475,MarJon Beauchamp,24,3TM,SF,32,0,4.6,0.8,1.9,.410,0.3,0.9,.357,0.5,1.0,.455,.492,0.3,0.5,.688,0.3,0.9,1.2,0.3,0.1,0.0,0.5,0.4,2.2,,beaucma01
475,MarJon Beauchamp,24,MIL,SF,26,0,4.7,0.7,1.8,.383,0.3,0.8,.333,0.4,1.0,.423,.457,0.3,0.5,.750,0.3,1.0,1.2,0.3,0.1,0.0,0.5,0.4,2.0,,beaucma01
475,MarJon Beauchamp,24,LAC,SF,3,0,5.7,1.3,2.3,.571,0.7,1.0,.667,0.7,1.3,.500,.714,0.7,1.3,.500,0.7,0.3,1.0,0.7,0.0,0.0,0.3,0.7,4.0,,beaucma01
475,MarJon Beauchamp,24,NYK,SF,3,0,3.0,1.0,2.3,.429,0.3,1.3,.250,0.7,1.0,.667,.500,0.0,0.0,,0.3,1.0,1.3,0.0,0.3,0.0,0.3,0.7,2.3,,beaucma01
476,Drew Peterson,25,BOS,PF,19,1,7.9,0.7,1.5,.448,0.5,1.2,.391,0.2,0.3,.667,.603,0.3,0.4,.857,0.3,1.3,1.6,0.7,0.3,0.1,0.3,0.7,2.2,,peterdr01
477,Colby Jones,22,2TM,SG,29,0,7.0,0.9,1.6,.543,0.3,0.6,.471,0.6,1.0,.586,.630,0.1,0.2,.667,0.4,0.8,1.2,0.6,0.4,0.3,0.3,0.6,2.1,,jonesco02
477,Colby Jones,22,SAC,SG,24,0,5.4,0.5,1.1,.423,0.2,0.4,.400,0.3,0.7,.438,.500,0.0,0.0,,0.3,0.6,1.0,0.3,0.3,0.3,0.3,0.5,1.1,,jonesco02
477,Colby Jones,22,WAS,SG,5,0,14.4,2.8,4.0,.700,0.8,1.4,.571,2.0,2.6,.769,.800,0.8,1.2,.667,0.8,1.8,2.6,1.8,1.2,0.2,0.4,1.0,7.2,,jonesco02
478,Jaden Springer,22,2TM,SG,34,0,6.6,0.6,1.6,.396,0.3,0.8,.321,0.4,0.7,.480,.481,0.6,0.9,.677,0.2,0.7,0.9,0.6,0.5,0.1,0.3,0.8,2.1,,sprinja01
478,Jaden Springer,22,BOS,SG,26,0,5.4,0.5,1.3,.353,0.2,0.7,.316,0.2,0.6,.400,.441,0.6,0.8,.714,0.2,0.8,0.9,0.4,0.5,0.0,0.2,0.7,1.7,,sprinja01
478,Jaden Springer,22,UTA,PG,8,0,10.4,1.1,2.4,.474,0.4,1.1,.333,0.8,1.3,.600,.553,0.8,1.3,.600,0.4,0.6,1.0,1.5,0.6,0.3,0.8,1.3,3.4,,sprinja01
479,Patrick Baldwin Jr.,22,WAS,SF,22,0,4.6,0.8,1.5,.515,0.5,1.0,.524,0.3,0.5,.500,.682,0.1,0.2,.500,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.2,2.1,,baldwpa01
480,Kobe Brown,25,LAC,PF,33,0,6.9,0.9,1.9,.476,0.1,0.6,.190,0.8,1.3,.619,.508,0.1,0.2,.800,0.5,1.2,1.7,0.6,0.2,0.1,0.2,0.6,2.1,,brownko01
481,Chris Duarte,27,CHI,SG,17,0,4.4,0.7,1.5,.462,0.4,0.9,.400,0.4,0.6,.545,.577,0.4,0.5,.750,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1,,duartch01
482,E.J. Liddell,24,CHI,PF,7,0,4.7,0.7,1.4,.500,0.4,1.1,.375,0.3,0.3,1.000,.650,0.3,0.3,1.000,0.1,0.6,0.7,0.4,0.1,0.1,0.3,1.1,2.1,,liddeej01
